query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,0,CEPDL,1,57,CEPDL,1,1,1,1.0,0.9254689812660217,0,1,57,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,2,RMEL,1,123,RMEL,1,1,1,1.0,0.9582057595252991,0,1,123,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,3,AIBR,1,10,AIBR,1,1,1,1.0,0.9452958106994629,0,1,10,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,6,AIBL,1,9,AIBL,1,1,1,1.0,0.9456366896629333,0,1,9,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,7,RMDDR,1,117,RMDDR,1,1,1,1.0,0.115623340010643,1,0,117,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,8,RMER,1,124,RMER,1,1,1,1.0,0.9530016183853149,0,1,124,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,10,OLQDR,1,96,OLQDR,1,1,1,1.0,0.916144847869873,0,1,96,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,11,ASHR,1,25,ASHL,34,0,0,0.029411764705882353,1.4546910898083354e-10,0,0,25,0
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,12,AVEL,1,40,AVEL,1,1,1,1.0,0.9583656787872314,0,1,40,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,13,URXR,1,151,URXR,1,1,1,1.0,0.5132519006729126,0,1,151,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,16,AIYR,1,16,AIYR,1,1,1,1.0,0.9361200332641602,0,1,16,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,19,IL2DL,1,76,IL2DL,1,1,1,1.0,0.9545697569847107,0,1,76,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,20,URXL,1,4,ADLL,34,0,0,0.029411764705882353,9.888611707253858e-09,0,0,4,0
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,21,ASIL,1,27,ASIL,1,1,1,1.0,0.7990399599075317,0,1,27,1
2022-07-20-01,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_3/test/test__2022-07-20-01__4147bc9e.npz,22,IL2VL,1,80,IL2VL,1,1,1,1.0,0.9580636024475098,0,1,80,1
