query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,1,AVAR,1,31,AVAR,1,1,1,1.0,0.9648482799530029,0,1,31,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,2,RMEV,1,93,RMEV,1,1,1,1.0,0.9648584723472595,0,1,93,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,16,SMDVR,1,110,SMDVR,1,1,1,1.0,0.9457877278327942,0,1,110,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,19,AVER,1,35,AVER,1,1,1,1.0,0.9242980480194092,0,1,35,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,21,RMED,1,90,RMED,1,1,1,1.0,0.9647034406661987,0,1,90,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,27,SMDVL,1,109,SMDVL,1,1,1,1.0,0.964677631855011,0,1,109,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,29,RID,1,79,RID,1,1,1,1.0,0.9611843824386597,0,1,79,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,32,SMDDL,1,108,SMDDR,2,0,1,0.5,0.14055313169956207,1,0,107,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,42,AVEL,1,34,AVEL,1,1,1,1.0,0.9558103680610657,0,1,34,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,59,RIAL,1,74,RIAL,1,1,1,1.0,0.853168785572052,0,1,74,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,64,RMDDR,1,85,RMDDR,1,1,1,1.0,0.5944255590438843,0,1,85,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,66,RIVR,1,83,RIVR,1,1,1,1.0,0.8928048610687256,0,1,83,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,69,RMDVR,1,89,RMDVR,1,1,1,1.0,0.9642214179039001,0,1,89,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,89,SMDDR,1,108,SMDDR,1,1,1,1.0,0.7784873247146606,0,1,108,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,95,RMDR,1,87,RMDR,1,1,1,1.0,0.9562758803367615,0,1,87,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,104,SAAVL,1,44,AWBL,3,0,1,0.3333333333333333,0.026846032589673996,0,0,44,0
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,108,ALA,1,21,ALA,1,1,1,1.0,0.9580472111701965,0,1,21,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,110,AVAL,1,30,AVAL,1,1,1,1.0,0.9647917151451111,0,1,30,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,114,RMDL,1,86,RMDL,1,1,1,1.0,0.253988116979599,1,0,84,0
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,115,RIAR,1,75,RIAR,1,1,1,1.0,0.8467627763748169,0,1,75,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,116,AFDR,1,95,SAAVR,3,0,1,0.3333333333333333,0.054255664348602295,1,0,45,0
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,119,AWAR,1,43,AWAR,1,1,1,1.0,0.8659536838531494,0,1,43,1
