query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,1,AVAR,1,31,AVAR,1,1,1,1.0,0.9578092694282532,0,1,31,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,2,RMEV,1,93,RMEV,1,1,1,1.0,0.9579499363899231,0,1,93,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,16,SMDVR,1,110,SMDVR,1,1,1,1.0,0.9384669661521912,0,1,110,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,19,AVER,1,35,AVER,1,1,1,1.0,0.8512377738952637,0,1,35,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,21,RMED,1,90,RMED,1,1,1,1.0,0.9578010439872742,0,1,90,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,27,SMDVL,1,109,SMDVL,1,1,1,1.0,0.9575096368789673,0,1,109,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,29,RID,1,79,RID,1,1,1,1.0,0.8922078013420105,0,1,79,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,32,SMDDL,1,108,SMDDR,2,0,1,0.5,0.09163195639848709,1,0,107,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,42,AVEL,1,34,AVEL,1,1,1,1.0,0.9404487609863281,0,1,34,1
20240902-17-33-24,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_0/test/test__20240902-17-33-24__9b2f6f70.npz,59,RIAL,1,74,RIAL,1,1,1,1.0,0.8512852787971497,0,1,74,1
