query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,4,RIVR,1,93,RIVR,1,1,1,1.0,0.9511158466339111,0,1,93,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,8,RMEV,1,105,RMEV,1,1,1,1.0,0.9582026600837708,0,1,105,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,9,SMDDR,1,125,SMDDR,1,1,1,1.0,0.38190457224845886,0,1,124,0
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,15,SMDVR,1,128,SMDVR,1,1,1,1.0,0.6918667554855347,0,1,128,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,19,RID,1,88,RID,1,1,1,1.0,0.8688759803771973,0,1,88,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,20,AVAL,1,28,AVAL,1,1,1,1.0,0.9588882327079773,0,1,28,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,24,RMED,1,102,RMED,1,1,1,1.0,0.9589669108390808,0,1,102,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,34,SMDVL,1,126,SMDVL,1,1,1,1.0,0.9533193707466125,0,1,126,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,49,RIAL,1,86,RIAL,1,1,1,1.0,0.9586121439933777,0,1,86,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,61,RMDVR,1,110,SAAVR,9,0,0,0.1111111111111111,0.005960195325314999,1,0,110,0
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,73,AFDR,1,7,AFDR,1,1,1,1.0,0.6059816479682922,0,1,7,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,81,CEPDR,1,50,CEPDR,1,1,1,1.0,0.48111891746520996,0,1,50,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,85,AVAR,1,29,AVAR,1,1,1,1.0,0.9589828848838806,0,1,29,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,88,RMDL,1,44,AWAL,3,0,1,0.3333333333333333,0.06781406700611115,0,0,44,0
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,112,SAAVR,1,140,URYDR,5,0,1,0.2,0.0041860369965434074,1,0,81,0
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,113,RMDR,1,98,RMDR,1,1,1,1.0,0.5879128575325012,0,1,98,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,116,AWAR,1,45,AWAR,1,1,1,1.0,0.47908371686935425,0,1,45,1
20240902-15-36-41,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/test__20240902-15-36-41__6c56c3c3.npz,117,RIAR,1,4,ADFR,6,0,0,0.16666666666666666,0.010107412934303284,0,0,4,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,0,AVAR,1,29,AVAR,1,1,1,1.0,0.9553497433662415,0,1,29,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,1,ASGR,0,128,SMDVR,,0,0,0.0,,0,0,128,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,2,RMDDL,1,32,AVEL,6,0,0,0.16666666666666666,0.012283176183700562,0,0,8,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,3,RMDDR,1,32,AVEL,30,0,0,0.03333333333333333,7.883398211561143e-06,1,0,32,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,4,ADER,1,18,AIZR,4,0,1,0.25,0.015615062788128853,1,0,18,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,5,AIMR,1,2,ADER,35,0,0,0.02857142857142857,0.0006257853819988668,1,0,54,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,6,FLPR,1,2,ADER,10,0,0,0.1,0.01383753027766943,0,0,2,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,7,RMEV,1,55,FLPR?,9,0,0,0.1111111111111111,0.00985528714954853,1,0,55,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,8,VB2,1,143,VB1,26,0,0,0.038461538461538464,0.00010446131636854261,1,0,131,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,9,RMER,1,104,RMER,1,1,1,1.0,0.9516370296478271,0,1,104,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,12,AIBR,1,9,AIBR,1,1,1,1.0,0.2393985390663147,1,0,9,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,13,AFDR,1,7,AFDR,1,1,1,1.0,0.17482872307300568,1,0,91,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,14,OLQVR,1,80,OLLR,20,0,0,0.05,2.5053577701328322e-05,0,0,80,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,15,VB1,1,11,AIMR,2,0,1,0.5,0.03032742626965046,1,0,78,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,17,SMBDR,1,125,SMDDR,106,0,0,0.009433962264150943,1.0410531325888428e-09,1,0,125,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,22,SMDDR,1,10,AIML,54,0,0,0.018518518518518517,1.2772632544510998e-05,1,0,10,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,23,RMEL,1,103,RMEL,1,1,1,1.0,0.7323771715164185,0,1,103,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,24,OLQDR,1,82,OLQDR,1,1,1,1.0,0.9500759243965149,0,1,82,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,25,RMED,1,88,RID,3,0,1,0.3333333333333333,0.07542803883552551,1,0,19,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,28,RMDVR,1,7,AFDR,9,0,0,0.1111111111111111,0.005040471442043781,0,0,7,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,29,OLQDL,1,81,OLQDL,1,1,1,1.0,0.8107882142066956,0,1,81,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,30,URYVR,1,142,URYVR,1,1,1,1.0,0.588690996170044,0,1,142,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,37,OLQVL,1,101,RMDVR,113,0,0,0.008849557522123894,1.4519875373656538e-13,0,0,101,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,38,AVER,1,34,AVER,1,1,1,1.0,0.9010206460952759,0,1,34,1
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,41,AINR,1,41,AVJR,5,0,1,0.2,0.011895094066858292,0,0,41,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,44,RMDR,1,21,AQR?,45,0,0,0.022222222222222223,1.763509317243006e-05,1,0,21,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,45,SMBVR,1,96,RMDDR,4,0,1,0.25,0.012692801654338837,0,0,96,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,55,ALA,1,135,URXL,9,0,0,0.1111111111111111,0.0052415463142097,1,0,135,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,59,RIVR,1,27,ASKR,30,0,0,0.03333333333333333,6.522901003336301e-06,0,0,27,0
20221106-21-47-31,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_3/test/train__20221106-21-47-31__5317510b.npz,62,SMDVR,1,87,RIAR,27,0,0,0.037037037037037035,1.4753133825706755e-07,0,0,87,0
