query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,3,RMED,1,85,RMED,1,1,1,1.0,0.6772406697273254,0,1,85,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,7,RMEV,1,88,RMEV,1,1,1,1.0,0.963401198387146,0,1,88,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,8,RID,1,74,RID,1,1,1,1.0,0.9579665064811707,0,1,74,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,10,SMDVL,1,104,SMDVL,1,1,1,1.0,0.9624585509300232,0,1,104,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,11,RMDVL,1,83,RMDVL,1,1,1,1.0,0.95905601978302,0,1,83,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,26,AVEL,1,32,AVEL,1,1,1,1.0,0.8400234580039978,0,1,32,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,27,SMDVR,1,105,SMDVR,1,1,1,1.0,0.9630438685417175,0,1,105,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,30,AVAR,1,28,AVAR,1,1,1,1.0,0.9301697611808777,0,1,28,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,39,CEPDL,1,45,CEPDL,1,1,1,1.0,0.7974318265914917,0,1,45,1
20240902-16-53-12,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_4/test/test__20240902-16-53-12__d37b2c72.npz,45,AFDR,1,90,SAAVR,2,0,1,0.5,0.32918480038642883,0,0,90,0
